	Chr	Start	End	operon_name	Strand	GeneID	genes	ngenes	protein_coding	sigma	nascent_wt	total_wt	nascent_wt44	total_wt44
875	MG1655	2340417	2344169	yfaL	-	operon_tu876	yfaL	1	TRUE	unknown	1	149	10	389
876	MG1655	2344865	2348768	nrdAB-yfaE	+	operon_tu877	nrdA;nrdB;yfaE	3	TRUE	sigma70	8	1138	65	4170
877	MG1655	234816	235538	yafS	+	operon_tu878	yafS	1	TRUE	unknown	0	168	7	300
878	MG1655	2348822	2349472	inaA	-	operon_tu879	inaA	1	TRUE	sigma70	2	99	9	227
879	MG1655	2349687	2349893	yfaH	+	operon_tu880	yfaH	1	FALSE	unknown	0	9	0	9
880	MG1655	2349935	2352374	glpTQ	-	operon_tu881	glpT;glpQ	2	TRUE	sigma54	21	1262	57	1451
881	MG1655	2352647	2356711	glpABC	+	operon_tu882	glpA;glpB;glpC	3	TRUE	sigma70	2	291	2	214
882	MG1655	235535	236002	rnhA	-	operon_tu883	rnhA	1	TRUE	unknown	0	132	2	224
883	MG1655	2356904	2358001	rpnE-ypaA	+	operon_tu884	rpnE;ypaA	2	TRUE	unknown	0	48	0	181
884	MG1655	2358042	2362211	yfaX-rhmD	-	operon_tu885	yfaX;rhmD;yfaV;yfaU	4	TRUE	unknown	2	179	2	308
885	MG1655	236067	236798	dnaQ	+	operon_tu886	dnaQ	1	TRUE	unknown	9	244	25	735
886	MG1655	2362431	2363633	yfaY	-	operon_tu887	yfaY	1	TRUE	unknown	1	280	3	277
887	MG1655	2363733	2364275	yfaZ	-	operon_tu888	yfaZ	1	TRUE	unknown	0	24	1	32
888	MG1655	2364554	2364979	nudI	+	operon_tu889	nudI	1	TRUE	unknown	0	47	0	40
889	MG1655	2365018	2365620	ais	-	operon_tu890	ais	1	TRUE	unknown	0	8	0	27
890	MG1655	2365910	2373278	arnBCADTEF	+	operon_tu891	arnB;arnC;arnA;arnD;arnT;arnE;arnF	7	TRUE	unknown	0	180	8	588
891	MG1655	236931	237007	aspV	+	operon_tu892	aspV	1	FALSE	sigma70	20	4370	106	15751
892	MG1655	2373272	2373538	pmrD	-	operon_tu893	pmrD	1	TRUE	unknown	4	253	1	158
893	MG1655	237335	238120	yafT	+	operon_tu894	yafT	1	TRUE	unknown	0	33	0	58
894	MG1655	2373648	2380643	menFD-yfbB-menBCE	-	operon_tu895	menF;menD;menH;menB;menC;menE	6	TRUE	unknown	9	1041	39	2127
895	MG1655	2380722	2381027	elaB	-	operon_tu896	elaB	1	TRUE	sigma38	2	388	8	1215
896	MG1655	2381082	2381543	elaA	-	operon_tu897	elaA	1	TRUE	unknown	1	122	4	186
897	MG1655	2381608	2382525	rbn	+	operon_tu898	rbn	1	TRUE	sigma70	2	86	1	147
898	MG1655	2382713	2383924	elaD	+	operon_tu899	elaD	1	TRUE	unknown	0	56	0	83
899	MG1655	2383995	2385722	yfbK	-	operon_tu900	yfbK	1	TRUE	unknown	0	21	2	149
900	MG1655	2385860	2386831	yfbL	+	operon_tu901	yfbL	1	TRUE	unknown	0	14	0	60
901	MG1655	2386934	2387437	yfbM	+	operon_tu902	yfbM	1	TRUE	unknown	2	89	4	85
902	MG1655	238746	239084	yafU	-	operon_tu903	yafU	1	FALSE	sigma32	0	14	1	35
903	MG1655	2387710	2388426	yfbN	-	operon_tu904	yfbN	1	TRUE	unknown	0	28	1	34
904	MG1655	2388635	2389057	yfbO	+	operon_tu905	yfbO	1	TRUE	unknown	0	23	0	55
905	MG1655	2389116	2389964	yfbP	+	operon_tu906	yfbP	1	TRUE	unknown	2	30	1	81
906	MG1655	2390048	2405072	nuoABCEFGHIJKLMN	-	operon_tu907	nuoA;nuoB;nuoC;nuoE;nuoF;nuoG;nuoH;nuoI;nuoJ;nuoK;nuoL;nuoM;nuoN	13	TRUE	sigma70	1080	43750	905	20736
907	MG1655	239190	239378	yafF	+	operon_tu908	yafF	1	FALSE	unknown	0	5	0	26
908	MG1655	239419	240189	yafV	-	operon_tu909	yafV	1	TRUE	unknown	4	153	3	381
909	MG1655	240343	240816	ivy	+	operon_tu910	ivy	1	TRUE	unknown	1	194	4	1010
910	MG1655	2405703	2406641	lrhA	-	operon_tu911	lrhA	1	TRUE	unknown	12	508	15	490
911	MG1655	2407561	2409461	alaA-yfbR	+	operon_tu912	alaA;yfbR	2	TRUE	sigma32	5	409	3	454
912	MG1655	240859	243303	fadE	-	operon_tu913	fadE	1	TRUE	unknown	1	95	14	230
913	MG1655	2409520	2411352	yfbS	-	operon_tu914	yfbS	1	TRUE	unknown	5	253	13	296
914	MG1655	2411439	2412594	yfbU-hxpA	-	operon_tu915	yfbU;hxpA	2	TRUE	unknown	23	1864	25	2644
915	MG1655	2412677	2413132	yfbV	-	operon_tu916	yfbV	1	TRUE	unknown	6	213	6	595
916	MG1655	2413470	2416891	ackA-pta	+	operon_tu917	ackA;pta	2	TRUE	sigma70	8	1454	19	1544
917	MG1655	2417081	2418601	yfcC	+	operon_tu918	yfcC	1	TRUE	unknown	0	17	0	48
918	MG1655	2418634	2419176	yfcD	-	operon_tu919	yfcD	1	TRUE	unknown	1	229	8	740
919	MG1655	2419234	2419788	yfcE	-	operon_tu920	yfcE	1	TRUE	unknown	2	222	8	547
920	MG1655	2419841	2420485	yfcF	-	operon_tu921	yfcF	1	TRUE	unknown	0	56	3	196
921	MG1655	2420621	2421268	yfcG	+	operon_tu922	yfcG	1	TRUE	unknown	1	52	15	232
922	MG1655	2421325	2422601	folX-yfcH	+	operon_tu923	folX;yfcH	2	TRUE	unknown	11	1400	22	1448
923	MG1655	2422649	2423539	rpnB	-	operon_tu924	rpnB	1	TRUE	unknown	0	192	2	322
924	MG1655	2423736	2427791	argT-hisJQMP	-	operon_tu925	argT;hisJ;hisQ;hisM;hisP	5	TRUE	sigma70	3	447	9	735
925	MG1655	2428057	2430763	cvpA-purF-ubiX	-	operon_tu926	cvpA;purF;ubiX	3	TRUE	sigma70	3	270	13	679
926	MG1655	2431022	2432942	folC-dedD	-	operon_tu927	folC;dedD	2	TRUE	unknown	16	514	12	853
927	MG1655	2433012	2433926	accD	-	operon_tu928	accD	1	TRUE	sigma70	18	795	31	1073
928	MG1655	2434082	2437851	pdxB-usg-truA-dedA	-	operon_tu929	pdxB;usg;truA;dedA	4	TRUE	unknown	14	916	46	1463
929	MG1655	243543	244121	gmhA	+	operon_tu930	gmhA	1	TRUE	unknown	4	533	25	1000
930	MG1655	2437950	2438945	flk	+	operon_tu931	flk	1	TRUE	unknown	1	42	1	158
931	MG1655	2438942	2440120	yfcJ	-	operon_tu932	yfcJ	1	TRUE	unknown	0	26	0	54
932	MG1655	2440385	2441605	fabB	-	operon_tu933	fabB	1	TRUE	sigma70	105	4888	246	7324
933	MG1655	2441764	2443770	trmC	+	operon_tu934	mnmC	1	TRUE	unknown	4	160	4	236
934	MG1655	244327	245094	yafJ	+	operon_tu935	yafJ	1	TRUE	unknown	6	253	5	411
935	MG1655	2443891	2448440	prmB-aroC-mepA-yfcA-epmC-yfcL	-	operon_tu936	prmB;aroC;mepA;yfcA;epmC;yfcL	6	TRUE	unknown	32	1010	41	1750
936	MG1655	2448606	2449157	smrB	+	operon_tu937	smrB	1	TRUE	unknown	1	121	10	269
937	MG1655	2449228	2455001	yfcUSRQPO	-	operon_tu938	yfcU;yfcS;yfcR;yfcQ;yfcP;yfcO	6	TRUE	unknown	4	341	16	793
938	MG1655	245065	245805	ldtF	-	operon_tu939	dpaA	1	TRUE	unknown	0	210	4	297
939	MG1655	2455083	2455646	yfcV	-	operon_tu940	yfcV	1	TRUE	unknown	0	1	0	17
940	MG1655	2456327	2456812	sixA	-	operon_tu941	sixA	1	TRUE	sigma70	1	151	4	317
941	MG1655	2457015	2460469	fadIJ	-	operon_tu942	fadI;fadJ	2	TRUE	sigma70	4	489	8	525
942	MG1655	245961	246502	dinJ-yafQ	-	operon_tu943	dinJ;yafQ	2	TRUE	sigma70	3	300	9	691
943	MG1655	2460650	2460934	yfcZ	-	operon_tu944	yfcZ	1	TRUE	unknown	1	179	3	648
944	MG1655	2461306	2462646	fadL	+	operon_tu945	fadL	1	TRUE	sigma38	2	175	2	180
945	MG1655	2463012	2464070	yfdF	+	operon_tu946	yfdF	1	TRUE	unknown	1	17	0	34
946	MG1655	2464252	2465007	mlaA	-	operon_tu947	mlaA	1	TRUE	unknown	2	234	12	552
947	MG1655	2465301	2466233	yfdC	+	operon_tu948	yfdC	1	TRUE	unknown	1	55	5	163
948	MG1655	2466309	2466383	argW	+	operon_tu949	argW	1	FALSE	sigma70	16	5561	22	8744
949	MG1655	2466545	2467702	intS	+	operon_tu950	intS	1	TRUE	sigma70	0	64	6	286
950	MG1655	246712	247461	yafL	+	operon_tu951	yafL	1	TRUE	unknown	1	10	0	65
951	MG1655	2467855	2470462	yfdGHI	+	operon_tu952	yfdG;yfdH;yfdI	3	TRUE	unknown	0	379	3	433
952	MG1655	2470803	2471105	tfaS	+	operon_tu953	tfaS	1	FALSE	unknown	0	22	0	69
953	MG1655	2471077	2473246	yfdONMLK	-	operon_tu954	yfdO;yfdN;yfdM;yfdL;yfdK	5	TRUE	unknown	1	27	0	85
954	MG1655	2473604	2474856	yfdPQ	+	operon_tu955	yfdP;yfdQ	2	TRUE	unknown	0	16	0	45
955	MG1655	2474984	2476178	yfdRST	+	operon_tu956	yfdR;yfdS;yfdT	3	TRUE	unknown	0	15	1	36
956	MG1655	2476094	2476234	ypdJ	+	operon_tu957	ypdJ	1	TRUE	unknown	0	0	0	0
957	MG1655	2476310	2476510	torI	+	operon_tu958	torI	1	TRUE	unknown	3	181	1	185
958	MG1655	247637	248134	rayT	+	operon_tu959	rayT	1	TRUE	unknown	1	123	5	100
959	MG1655	2476694	2477629	dsdC	-	operon_tu960	dsdC	1	TRUE	sigma70	1	64	4	199
960	MG1655	2477847	2480530	dsdXA	+	operon_tu961	dsdX;dsdA	2	TRUE	sigma70	0	206	7	450
961	MG1655	2480638	2483339	emrKY	-	operon_tu962	emrK;emrY	2	TRUE	unknown	0	120	2	308
962	MG1655	248358	250070	lfhA	-	operon_tu963	lfhA	1	FALSE	unknown	0	14	4	112
963	MG1655	2483755	2487967	evgAS	+	operon_tu964	evgA;evgS	2	TRUE	sigma70	4	592	9	491
964	MG1655	2488023	2494402	yfdV	-	operon_tu965	yfdX;frc;oxc;yfdV;yfdE	5	TRUE	sigma70	0	245	3	571
965	MG1655	2494698	2494973	ypdI	+	operon_tu966	ypdI	1	TRUE	unknown	0	77	0	129
966	MG1655	2495050	2495292	yfdY	-	operon_tu967	yfdY	1	TRUE	unknown	6	246	42	966
967	MG1655	2495645	2496565	lpxP	+	operon_tu968	lpxP	1	TRUE	sigma24	0	113	1	86
968	MG1655	2496194	2496629	tpke70	-	operon_tu969	tpke70	1	FALSE	unknown	0	13	0	40
969	MG1655	2497057	2498295	alaC	-	operon_tu970	alaC	1	TRUE	sigma70	2	317	8	423
970	MG1655	2498671	2501987	pyrSR-ypdC	+	operon_tu971	pyrS;pyrR;ypdC	3	TRUE	unknown	5	440	19	898
971	MG1655	250072	250827	lafU	+	operon_tu972	lafU	1	FALSE	unknown	0	24	3	43
972	MG1655	2501990	2508242	fryBC-ypdFE-fryA	-	operon_tu973	fryB;fryC;ypdF;ypdE;fryA	5	TRUE	unknown	1	135	7	256
973	MG1655	2508461	2509426	glk	-	operon_tu974	glk	1	TRUE	sigma70	12	2485	15	1335
974	MG1655	250898	253161	dinB-yafNOP	+	operon_tu975	dinB;yafN;yafO;yafP	4	TRUE	sigma70	1	189	14	532
975	MG1655	2509630	2510886	yfeO	+	operon_tu976	yfeO	1	TRUE	unknown	0	92	1	152
976	MG1655	2511001	2511327	ypeC	+	operon_tu977	ypeC	1	TRUE	unknown	0	19	3	94
977	MG1655	2511468	2512706	mntH	-	operon_tu978	mntH	1	TRUE	sigma70	0	55	13	329
978	MG1655	2513042	2514244	nupC	+	operon_tu979	nupC	1	TRUE	sigma70	1	278	43	1618
979	MG1655	2514331	2515443	insL3	+	operon_tu980	insL3	1	TRUE	unknown	0	0	0	1
980	MG1655	2515643	2517832	pdeA	-	operon_tu981	pdeA	1	TRUE	unknown	1	178	44	969
981	MG1655	2518041	2518231	alaWX	-	operon_tu982	alaW;alaX	2	FALSE	sigma70	5	833	10	1610
982	MG1655	2518467	2519205	yfeCD	+	operon_tu983	yfeC;yfeD	2	TRUE	unknown	14	832	12	614
983	MG1655	2519257	2520672	gltX	-	operon_tu984	gltX	1	TRUE	sigma70	3	410	24	789
984	MG1655	2520931	2521328	valUXY-lysV	+	operon_tu985	valU;valX;valY;lysV	4	FALSE	sigma70	495	163471	662	177391
985	MG1655	2521593	2522477	xapR	-	operon_tu986	xapR	1	TRUE	sigma70	0	57	4	216
986	MG1655	2522729	2524878	xapAB	-	operon_tu987	xapA;xapB	2	TRUE	sigma70	1	110	8	261
987	MG1655	2525127	2525891	yfeN	+	operon_tu988	yfeN	1	TRUE	unknown	0	19	9	273
988	MG1655	2525930	2526856	yfeR	-	operon_tu989	yfeR	1	TRUE	unknown	0	28	3	110
989	MG1655	2526946	2527944	yfeH	+	operon_tu990	yfeH	1	TRUE	unknown	0	190	6	181
990	MG1655	2527941	2530176	ligA-ypeB	-	operon_tu991	ligA;ypeB	2	TRUE	unknown	4	272	5	406
991	MG1655	2530247	2531233	zipA	-	operon_tu992	zipA	1	TRUE	unknown	35	1188	127	2130
992	MG1655	2531463	2532224	cysZ	+	operon_tu993	cysZ	1	TRUE	unknown	1	125	13	264
993	MG1655	2532409	2533380	cysK	+	operon_tu994	cysK	1	TRUE	sigma70	7	948	15	759
994	MG1655	2533764	2536343	ptsHI-crr	+	operon_tu995	ptsH;ptsI;crr	3	TRUE	sigma32	187	13645	329	13052
995	MG1655	253467	254202	ykfJ-prfH	+	operon_tu996	ykfJ;prfH	2	FALSE	unknown	0	39	0	47
996	MG1655	2536386	2537237	pdxK	-	operon_tu997	pdxK	1	TRUE	unknown	1	235	6	337
997	MG1655	2537342	2538483	yfeKS	+	operon_tu998	yfeK;yfeS	2	TRUE	sigma24	2	77	3	205
998	MG1655	2538672	2543528	cysPUWAM	-	operon_tu999	cysP;cysU;cysW;cysA;cysM	5	TRUE	sigma70	6	217	4	280
999	MG1655	254259	255716	pepD	-	operon_tu1000	pepD	1	TRUE	sigma70	14	1993	33	1755
1000	MG1655	2543832	2544623	ucpA	-	operon_tu1001	ucpA	1	TRUE	unknown	20	2665	17	1841
1001	MG1655	2544752	2545609	murR	-	operon_tu1002	murR	1	TRUE	sigma70	2	79	2	90
1002	MG1655	2545773	2549406	murQP-yfeW	+	operon_tu1003	murQ;murP;yfeW	3	TRUE	sigma70	8	881	8	627
1003	MG1655	2549646	2551216	yfeYX	-	operon_tu1004	yfeY;yfeX	2	TRUE	sigma24	3	536	5	742
1004	MG1655	2551277	2552138	ypeA-yfeZ	-	operon_tu1005	ypeA;yfeZ	2	TRUE	unknown	1	124	4	194
1005	MG1655	2552352	2554124	amiA-hemF	+	operon_tu1006	amiA;hemF	2	TRUE	sigma70	4	230	13	359
1006	MG1655	2554130	2558679	eutBCLKR	-	operon_tu1007	eutB;eutC;eutL;eutK;eutR	5	TRUE	unknown	8	681	31	1655
1007	MG1655	2558858	2560066	intZ	+	operon_tu1008	intZ	1	TRUE	unknown	2	128	0	119
1008	MG1655	255977	256435	gpt	+	operon_tu1009	gpt	1	TRUE	sigma70	2	100	9	273
1009	MG1655	2560257	2560898	yffL	+	operon_tu1010	yffL	1	TRUE	unknown	1	48	0	121
1010	MG1655	2561368	2561993	yffMN	+	operon_tu1011	yffM;yffN	2	TRUE	unknown	1	17	0	43
1011	MG1655	2562111	2563117	yffO-yffP	+	operon_tu1012	yffO;yffP	2	TRUE	sigma38	0	147	1	298
1012	MG1655	2563592	2564372	yffQR	+	operon_tu1013	yffQ;yffR	2	TRUE	unknown	2	86	3	334
1013	MG1655	2564523	2565332	yffS	+	operon_tu1014	yffS	1	TRUE	unknown	6	431	3	791
1014	MG1655	256527	257771	frsA	+	operon_tu1015	frsA	1	TRUE	sigma70	3	369	15	872
1015	MG1655	2565481	2568107	eutHA	-	operon_tu1016	eutH;eutA	2	TRUE	unknown	1	48	1	146
1016	MG1655	2568324	2572050	eutNEJG	-	operon_tu1017	eutN;eutE;eutJ;eutG	4	TRUE	unknown	0	70	0	130
1017	MG1655	2572157	2575805	eutSPQTDM	-	operon_tu1018	eutS;eutP;eutQ;eutT;eutD;eutM	6	TRUE	unknown	1	134	4	288
1018	MG1655	2576098	2578377	maeB	-	operon_tu1019	maeB	1	TRUE	unknown	15	3155	21	1559
1019	MG1655	2578666	2581639	talA-tktB	+	operon_tu1020	talA;tktB	2	TRUE	sigma38	2	431	21	2702
1020	MG1655	2581734	2582777	ypfG	-	operon_tu1021	ypfG	1	TRUE	unknown	1	63	1	138
1021	MG1655	2582903	2583478	nudK	-	operon_tu1022	nudK	1	TRUE	unknown	1	69	0	74
1022	MG1655	2583546	2585525	aegA	-	operon_tu1023	aegA	1	TRUE	unknown	1	68	3	169
1023	MG1655	2585731	2587431	narQ	+	operon_tu1024	narQ	1	TRUE	unknown	3	144	11	298
1024	MG1655	2587595	2590708	acrD	+	operon_tu1025	acrD	1	TRUE	sigma54	2	95	6	226
1025	MG1655	259045	260100	phoE	-	operon_tu1026	phoE	1	TRUE	sigma70	0	16	1	69
1026	MG1655	2590807	2590866	ypfM	-	operon_tu1027	ypfM	1	TRUE	unknown	9	1144	8	505
1027	MG1655	2591247	2592962	yffB-dapE-ypfN	+	operon_tu1028	yffB;dapE;ypfN	3	TRUE	sigma70	3	507	22	1033
1028	MG1655	2593072	2593770	ypfH	-	operon_tu1029	ypfH	1	TRUE	unknown	3	95	6	218
1029	MG1655	2593844	2596737	ypfJ-tmcA	-	operon_tu1030	ypfJ;tmcA	2	TRUE	unknown	7	476	25	1037
1030	MG1655	2596905	2597618	purC	-	operon_tu1031	purC	1	TRUE	sigma70	0	65	1	192
1031	MG1655	2597831	2599760	dapA-nlpB	-	operon_tu1032	dapA;bamC	2	TRUE	sigma24	37	2395	108	3726
1032	MG1655	2599906	2600478	gcvR	+	operon_tu1033	gcvR	1	TRUE	sigma70	5	333	9	371
1033	MG1655	2600478	2600948	bcp	+	operon_tu1034	bcp	1	TRUE	sigma70	3	330	4	415
1034	MG1655	2601201	2614782	hyfABCDEFGHIJR-focB	+	operon_tu1035	hyfA;hyfB;hyfC;hyfD;hyfE;hyfF;hyfG;hyfH;hyfI;hyfJ;hyfR;focB	12	TRUE	sigma54	1	264	9	677
1035	MG1655	260388	262756	proBA	+	operon_tu1036	proB;proA	2	TRUE	unknown	5	559	70	2394
1036	MG1655	2614820	2615881	yfgO	-	operon_tu1037	yfgO	1	TRUE	unknown	1	168	16	390
1037	MG1655	2616094	2617937	bepA-yfgD	+	operon_tu1038	bepA;yfgD	2	TRUE	sigma24	7	591	13	1457
1038	MG1655	2618075	2618776	hda	-	operon_tu1039	hda	1	TRUE	unknown	7	349	9	1067
1039	MG1655	2618871	2620872	upp-uraA	-	operon_tu1040	upp;uraA	2	TRUE	sigma70	1	471	4	338
1040	MG1655	2621197	2622872	purMN	+	operon_tu1041	purM;purN	2	TRUE	sigma70	2	159	5	274
1041	MG1655	2623044	2626656	ppk-ppx	+	operon_tu1042	ppk;ppx	2	TRUE	sigma38	16	1273	37	2215
1042	MG1655	2626695	2628938	yfgF	-	operon_tu1043	pdeF	1	TRUE	unknown	1	92	4	211
1043	MG1655	262871	262946	thrW	+	operon_tu1044	thrW	1	FALSE	sigma70	7	4109	18	6320
1044	MG1655	2629290	2629481	yfgG	+	operon_tu1045	yfgG	1	TRUE	sigma70	4	317	8	335
1045	MG1655	2629792	2630865	yfgHI	+	operon_tu1046	yfgH;yfgI	2	TRUE	unknown	0	18	4	81
1046	MG1655	2630958	2634070	guaBA	-	operon_tu1047	guaB;guaA	2	TRUE	sigma70	7	1093	13	940
1047	MG1655	263328	266553	yafY-ykfBF-yafX-ykfGH-yafW-ykfI	-	operon_tu1048	yafY;ykfB;ykfF;yafX;ykfG;ykfH;yafW;ykfI	8	TRUE	sigma28	0	196	2	402
1048	MG1655	2634232	2635602	xseA	+	operon_tu1049	xseA	1	TRUE	sigma70	1	101	3	153
1049	MG1655	2635599	2635814	yfgJ	-	operon_tu1050	yfgJ	1	TRUE	unknown	3	41	1	80
1050	MG1655	2635884	2638652	bamB-der	-	operon_tu1051	bamB;der	2	TRUE	sigma24	15	919	41	1981
1051	MG1655	2638663	2639283	yfgM	-	operon_tu1052	yfgM	1	TRUE	unknown	7	373	10	423
1052	MG1655	2639301	2640575	hisS	-	operon_tu1053	hisS	1	TRUE	sigma70	9	697	24	780
1053	MG1655	2640595	2641804	ispG-sroE	-	operon_tu1054	ispG;sroE	2	TRUE	unknown	24	995	33	1079
1054	MG1655	2641831	2642844	yfgA	-	operon_tu1055	rodZ	1	TRUE	unknown	20	874	18	1132
1055	MG1655	2643129	2644283	rlmN	-	operon_tu1056	rlmN	1	TRUE	unknown	4	206	3	281
1056	MG1655	2644433	2644864	ndk	-	operon_tu1057	ndk	1	TRUE	unknown	0	47	2	88
1057	MG1655	2645013	2652287	yfhM-pbpC	-	operon_tu1058	yfhM;pbpC	2	TRUE	unknown	26	2172	64	2312
1058	MG1655	2652494	2653339	sseA	+	operon_tu1059	sseA	1	TRUE	unknown	13	1417	13	928
1059	MG1655	2653855	2654158	ryfA	+	operon_tu1060	ryfA	1	FALSE	unknown	0	415	4	887
1060	MG1655	2654157	2654933	sseB	-	operon_tu1061	sseB	1	TRUE	unknown	3	300	1	111
1061	MG1655	2655075	2656358	pepB	-	operon_tu1062	pepB	1	TRUE	unknown	8	1135	7	773
1062	MG1655	2656536	2659467	hscBA-fdx-iscX	-	operon_tu1063	hscB;hscA;fdx;iscX	4	TRUE	sigma70	7	707	16	1247
1063	MG1655	2659563	2662131	iscRSUA	-	operon_tu1064	iscR;iscS;iscU;iscA	4	TRUE	sigma70	9	1440	37	3548
1064	MG1655	2662583	2663323	trmJ	-	operon_tu1065	trmJ	1	TRUE	unknown	10	654	19	1059
1065	MG1655	2663442	2664245	suhB	+	operon_tu1066	suhB	1	TRUE	unknown	1	225	4	404
1066	MG1655	2664390	2665244	yfhR	+	operon_tu1067	yfhR	1	TRUE	unknown	0	19	0	26
1067	MG1655	2665435	2666715	csiE	+	operon_tu1068	csiE	1	TRUE	sigma70	20	1304	41	2797
1068	MG1655	2666707	2667846	hcaT	-	operon_tu1069	hcaT	1	TRUE	unknown	2	65	2	145
1069	MG1655	2668006	2668896	hcaR	-	operon_tu1070	hcaR	1	TRUE	unknown	2	60	4	159
1070	MG1655	2669032	2673249	hcaEFCBD	+	operon_tu1071	hcaE;hcaF;hcaC;hcaB;hcaD	5	TRUE	unknown	1	145	9	472
1071	MG1655	267184	268960	ykfA-yafZ	-	operon_tu1072	ykfA;yafZ	2	TRUE	unknown	0	63	0	91
1072	MG1655	2673346	2673768	yphA	+	operon_tu1073	yphA	1	TRUE	unknown	0	35	2	200
1073	MG1655	2673816	2675761	yphCB	-	operon_tu1074	yphC;yphB	2	TRUE	unknown	0	74	5	256
1074	MG1655	2675827	2679367	yphFED	-	operon_tu1075	yphF;yphE;yphD	3	TRUE	unknown	0	32	0	271
1075	MG1655	2679464	2682745	yphG	-	operon_tu1076	yphG	1	TRUE	unknown	0	78	3	171
1076	MG1655	2682863	2684056	yphH	+	operon_tu1077	yphH	1	TRUE	unknown	0	47	3	266
1077	MG1655	2684254	2685507	glyA	-	operon_tu1078	glyA	1	TRUE	sigma70	5	1958	10	1636
1078	MG1655	2685835	2687025	hmp	+	operon_tu1079	hmp	1	TRUE	sigma38	4	468	13	1666
1079	MG1655	2687070	2688803	glrR-glnB	-	operon_tu1080	glrR;glnB	2	TRUE	sigma70	2	219	7	370
1080	MG1655	2688793	2689506	yfhG	-	operon_tu1081	qseG	1	TRUE	unknown	2	97	0	224
1081	MG1655	2689671	2691098	glrK	-	operon_tu1082	glrK	1	TRUE	sigma70	4	221	6	432
1082	MG1655	2691157	2691340	glmY	-	operon_tu1083	glmY	1	FALSE	sigma54	1	510	2	637
1083	MG1655	2691656	2695543	purL	-	operon_tu1084	purL	1	TRUE	sigma70	1	177	2	552
1084	MG1655	269289	270182	perR	-	operon_tu1085	perR	1	TRUE	unknown	0	22	2	40
1085	MG1655	2695801	2697357	mltF	+	operon_tu1086	mltF	1	TRUE	sigma70	1	32	6	104
1086	MG1655	2697354	2698550	pgpC-tadA	-	operon_tu1087	pgpC;tadA	2	TRUE	sigma32	8	282	10	517
1087	MG1655	2698759	2699607	yfhH	+	operon_tu1088	yfhH	1	TRUE	unknown	3	205	10	964
1088	MG1655	2699663	2699923	yfhL	+	operon_tu1089	yfhL	1	TRUE	unknown	0	29	7	201
1089	MG1655	2700117	2700197	shoB	-	operon_tu1090	shoB	1	TRUE	sigma70	0	94	0	170
1090	MG1655	2700520	2700598	ohsC	+	operon_tu1091	ohsC	1	FALSE	sigma70	0	24	0	114
1091	MG1655	2700618	2704063	rnc-era-recO-pdxJ-acpS	-	operon_tu1092	rnc;era;recO;pdxJ;acpS	5	TRUE	sigma70	9	882	43	1549
1092	MG1655	270278	272190	insNI1	+	operon_tu1093	insN;insI1	2	TRUE	sigma38	0	135	9	251
1093	MG1655	2704335	2707124	lepAB	-	operon_tu1094	lepA;lepB	2	TRUE	unknown	6	696	27	954
1094	MG1655	2707322	2710164	rseD-rpoE-rseABC	-	operon_tu1095	rseD;rpoE;rseA;rseB;rseC	5	TRUE	sigma70	118	3878	622	14004
1095	MG1655	2710420	2712042	nadB	+	operon_tu1096	nadB	1	TRUE	sigma70	3	80	1	165
1096	MG1655	2712027	2712764	yfiC	-	operon_tu1097	yfiC	1	TRUE	unknown	0	28	4	89
1097	MG1655	2712896	2714230	srmB	+	operon_tu1098	srmB	1	TRUE	unknown	5	266	11	762
1098	MG1655	2714439	2715320	yfiE	-	operon_tu1099	yfiE	1	TRUE	unknown	1	62	4	121
1099	MG1655	2715423	2716010	yfiK	+	operon_tu1100	eamB	1	TRUE	unknown	0	28	1	109
1100	MG1655	2716066	2716449	grcA	-	operon_tu1101	grcA	1	TRUE	sigma70	0	219	5	1661
1101	MG1655	2716754	2717443	ung	+	operon_tu1102	ung	1	TRUE	unknown	2	254	5	298
1102	MG1655	2717491	2718528	yfiF	-	operon_tu1103	yfiF	1	TRUE	unknown	1	219	1	406
1103	MG1655	2718735	2719154	trxC	+	operon_tu1104	trxC	1	TRUE	sigma70	1	61	8	276
1104	MG1655	2719223	2722613	tapT-patZ	+	operon_tu1105	tapT;patZ	2	TRUE	sigma70	66	3860	55	2519
1105	MG1655	2722727	2724082	pssA	+	operon_tu1106	pssA	1	TRUE	sigma70	21	1758	12	1015
1106	MG1655	2724128	2724451	yfiM	+	operon_tu1107	yfiM	1	TRUE	unknown	0	56	0	49
1107	MG1655	2724448	2725746	kgtP	-	operon_tu1108	kgtP	1	TRUE	unknown	13	1072	15	908
1108	MG1655	2726069	2731157	rrsG-gltW-rrlG-rrfG	-	operon_tu1109	rrsG;gltW;rrlG;rrfG	4	FALSE	sigma70	69	28145	272	56674
1109	MG1655	272847	273992	ykfC	+	operon_tu1110	ykfC	1	TRUE	unknown	2	59	1	161
1110	MG1655	27293	28207	rihC	+	operon_tu1111	rihC	1	TRUE	unknown	6	2015	19	1013
1111	MG1655	2731600	2734173	clpB	-	operon_tu1112	clpB	1	TRUE	sigma32	8	1078	2541	154446
1112	MG1655	2734153	2734295	ryfD	-	operon_tu1113	ryfD	1	FALSE	sigma70	0	447	7	890
1113	MG1655	2734303	2736011	rluD-pgeF	-	operon_tu1114	rluD;yfiH	2	TRUE	unknown	8	411	26	905
