chrom	operon_name	strand	GeneID	genes	sigma	nascent_wt	totat_wt	nascent_wt44	totat_wt44	operon_id	start	end	keep
NC_000913.3	trmC	+	operon_tu934	mnmC	unknown	4	160	4	236	RDBECOLIOPC02359	2441764	2443770	True
NC_000913.3	yafJ	+	operon_tu935	yafJ	unknown	6	253	5	411	RDBECOLIOPC02394	244327	245094	False
NC_000913.3	prmB-aroC-mepA-yfcA-epmC-yfcL	-	operon_tu936	prmB;aroC;mepA;yfcA;epmC;yfcL	unknown	32	1010	41	1750	RDBECOLIOPC01060	2443891	2448440	True
NC_000913.3	smrB	+	operon_tu937	smrB	unknown	1	121	10	269	RDBECOLIOPC01378	2448606	2449157	False
NC_000913.3	yfcUSRQPO	-	operon_tu938	yfcU;yfcS;yfcR;yfcQ;yfcP;yfcO	unknown	4	341	16	793	RDBECOLIOPC00185	2449228	2455001	True
NC_000913.3	ldtF	-	operon_tu939	dpaA	unknown	0	210	4	297	RDBECOLIOPC01343	245065	245805	False
NC_000913.3	yfcV	-	operon_tu940	yfcV	unknown	0	1	0	17	RDBECOLIOPC01741	2455083	2455646	False
NC_000913.3	fadIJ	-	operon_tu942	fadI;fadJ	sigma70	4	489	8	525	RDBECOLIOPC00622	2457015	2460469	True
NC_000913.3	dinJ-yafQ	-	operon_tu943	dinJ;yafQ	sigma70	3	300	9	691	RDBECOLIOPC00456	245961	246502	False
NC_000913.3	fadL	+	operon_tu945	fadL	sigma38	2	175	2	180	RDBECOLIOPC00615	2461306	2462646	False
NC_000913.3	yfdF	+	operon_tu946	yfdF	unknown	1	17	0	34	RDBECOLIOPC02465	2463012	2464070	False
NC_000913.3	mlaA	-	operon_tu947	mlaA	unknown	2	234	12	552	RDBECOLIOPC02302	2464252	2465007	False
NC_000913.3	yfdC	+	operon_tu948	yfdC	unknown	1	55	5	163	RDBECOLIOPC01392	2465301	2466233	False
NC_000913.3	intS	+	operon_tu950	intS	sigma70	0	64	6	286	RDBECOLIOPC00499	2466545	2467702	False
NC_000913.3	yafL	+	operon_tu951	yafL	unknown	1	10	0	65	RDBECOLIOPC01983	246712	247461	False
NC_000913.3	yfdGHI	+	operon_tu952	yfdG;yfdH;yfdI	unknown	0	379	3	433	RDBECOLIOPC02040	2467855	2470462	True
NC_000913.3	yfdONMLK	-	operon_tu954	yfdO;yfdN;yfdM;yfdL;yfdK	unknown	1	27	0	85	RDBECOLIOPC00224	2471077	2473246	True
NC_000913.3	yfdPQ	+	operon_tu955	yfdP;yfdQ	unknown	0	16	0	45	RDBECOLIOPC01679	2473604	2474856	False
NC_000913.3	yfdRST	+	operon_tu956	yfdR;yfdS;yfdT	unknown	0	15	1	36	RDBECOLIOPC00727	2474984	2476178	False
NC_000913.3	dsdC	-	operon_tu960	dsdC	sigma70	1	64	4	199	RDBECOLIOPC00294	2476694	2477629	False
NC_000913.3	dsdXA	+	operon_tu961	dsdX;dsdA	sigma70	0	206	7	450	RDBECOLIOPC01151	2477847	2480530	True
NC_000913.3	emrKY	-	operon_tu962	emrK;emrY	unknown	0	120	2	308	RDBECOLIOPC01461	2480638	2483339	True
NC_000913.3	lfhA	-	operon_tu963	lfhA	unknown	0	14	4	112	RDBECOLIOPC00341	248358	250070	True
NC_000913.3	evgAS	+	operon_tu964	evgA;evgS	sigma70	4	592	9	491	RDBECOLIOPC01053	2483755	2487967	True
NC_000913.3	yfdV	-	operon_tu965	yfdX;frc;oxc;yfdV;yfdE	sigma70	0	245	3	571	RDBECOLIOPC02741	2488023	2494402	True
NC_000913.3	lpxP	+	operon_tu968	lpxP	sigma24	0	113	1	86	RDBECOLIOPC00773	2495645	2496565	False
NC_000913.3	alaC	-	operon_tu970	alaC	sigma70	2	317	8	423	RDBECOLIOPC01729	2497057	2498295	False
NC_000913.3	pyrSR-ypdC	+	operon_tu971	pyrS;pyrR;ypdC	unknown	5	440	19	898	RDBECOLIOPC00765	2498671	2501987	True
NC_000913.3	lafU	+	operon_tu972	lafU	unknown	0	24	3	43	RDBECOLIOPC00182	250072	250827	False
NC_000913.3	fryBC-ypdFE-fryA	-	operon_tu973	fryB;fryC;ypdF;ypdE;fryA	unknown	1	135	7	256	RDBECOLIOPC02446	2501990	2508242	True
NC_000913.3	glk	-	operon_tu974	glk	sigma70	12	2485	15	1335	RDBECOLIOPC02638	2508461	2509426	False
NC_000913.3	dinB-yafNOP	+	operon_tu975	dinB;yafN;yafO;yafP	sigma70	1	189	14	532	RDBECOLIOPC03107	250898	253161	True
NC_000913.3	yfeO	+	operon_tu976	yfeO	unknown	0	92	1	152	RDBECOLIOPC01376	2509630	2510886	False
NC_000913.3	mntH	-	operon_tu978	mntH	sigma70	0	55	13	329	RDBECOLIOPC00497	2511468	2512706	False
NC_000913.3	nupC	+	operon_tu979	nupC	sigma70	1	278	43	1618	RDBECOLIOPC02142	2513042	2514244	False
NC_000913.3	insL3	+	operon_tu980	insL3	unknown	0	0	0	1	RDBECOLIOPC02023	2514331	2515443	False
NC_000913.3	pdeA	-	operon_tu981	pdeA	unknown	1	178	44	969	RDBECOLIOPC01009	2515643	2517832	True
NC_000913.3	yfeCD	+	operon_tu983	yfeC;yfeD	unknown	14	832	12	614	RDBECOLIOPC01525	2518467	2519205	False
NC_000913.3	gltX	-	operon_tu984	gltX	sigma70	3	410	24	789	RDBECOLIOPC02135	2519257	2520672	False
NC_000913.3	xapR	-	operon_tu986	xapR	sigma70	0	57	4	216	RDBECOLIOPC01707	2521593	2522477	False
NC_000913.3	xapAB	-	operon_tu987	xapA;xapB	sigma70	1	110	8	261	RDBECOLIOPC03464	2522729	2524878	True
NC_000913.3	yfeN	+	operon_tu988	yfeN	unknown	0	19	9	273	RDBECOLIOPC01011	2525127	2525891	False
NC_000913.3	yfeR	-	operon_tu989	yfeR	unknown	0	28	3	110	RDBECOLIOPC00215	2525930	2526856	False
NC_000913.3	yfeH	+	operon_tu990	yfeH	unknown	0	190	6	181	RDBECOLIOPC02025	2526946	2527944	False
NC_000913.3	ligA-ypeB	-	operon_tu991	ligA;ypeB	unknown	4	272	5	406	RDBECOLIOPC00213	2527941	2530176	True
NC_000913.3	zipA	-	operon_tu992	zipA	unknown	35	1188	127	2130	RDBECOLIOPC01663	2530247	2531233	False
NC_000913.3	cysZ	+	operon_tu993	cysZ	unknown	1	125	13	264	RDBECOLIOPC00713	2531463	2532224	False
NC_000913.3	cysK	+	operon_tu994	cysK	sigma70	7	948	15	759	RDBECOLIOPC01533	2532409	2533380	False
NC_000913.3	ptsHI-crr	+	operon_tu995	ptsH;ptsI;crr	sigma32	187	13645	329	13052	RDBECOLIOPC03448	2533764	2536343	True
NC_000913.3	ykfJ-prfH	+	operon_tu996	ykfJ;prfH	unknown	0	39	0	47	RDBECOLIOPC02459	253467	254202	False
NC_000913.3	pdxK	-	operon_tu997	pdxK	unknown	1	235	6	337	RDBECOLIOPC00344	2536386	2537237	False
NC_000913.3	yfeKS	+	operon_tu998	yfeK;yfeS	sigma24	2	77	3	205	RDBECOLIOPC00242	2537342	2538483	False
NC_000913.3	cysPUWAM	-	operon_tu999	cysP;cysU;cysW;cysA;cysM	sigma70	6	217	4	280	RDBECOLIOPC01470	2538672	2543528	True
NC_000913.3	pepD	-	operon_tu1000	pepD	sigma70	14	1993	33	1755	RDBECOLIOPC03144	254259	255716	False
NC_000913.3	ucpA	-	operon_tu1001	ucpA	unknown	20	2665	17	1841	RDBECOLIOPC02508	2543832	2544623	False
NC_000913.3	murR	-	operon_tu1002	murR	sigma70	2	79	2	90	RDBECOLIOPC01324	2544752	2545609	False
NC_000913.3	murQP-yfeW	+	operon_tu1003	murQ;murP;yfeW	sigma70	8	881	8	627	RDBECOLIOPC03139	2545773	2549406	True
NC_000913.3	yfeYX	-	operon_tu1004	yfeY;yfeX	sigma24	3	536	5	742	RDBECOLIOPC01433	2549646	2551216	True
NC_000913.3	ypeA-yfeZ	-	operon_tu1005	ypeA;yfeZ	unknown	1	124	4	194	RDBECOLIOPC02072	2551277	2552138	False
NC_000913.3	amiA-hemF	+	operon_tu1006	amiA;hemF	sigma70	4	230	13	359	RDBECOLIOPC01820	2552352	2554124	True
NC_000913.3	eutBCLKR	-	operon_tu1007	eutB;eutC;eutL;eutK;eutR	unknown	8	681	31	1655	RDBECOLIOPC01046	2554130	2558679	True
NC_000913.3	intZ	+	operon_tu1008	intZ	unknown	2	128	0	119	RDBECOLIOPC00164	2558858	2560066	False
NC_000913.3	yffL	+	operon_tu1010	yffL	unknown	1	48	0	121	RDBECOLIOPC01713	2560257	2560898	False
NC_000913.3	yffMN	+	operon_tu1011	yffM;yffN	unknown	1	17	0	43	RDBECOLIOPC00755	2561368	2561993	False
NC_000913.3	yffO-yffP	+	operon_tu1012	yffO;yffP	sigma38	0	147	1	298	RDBECOLIOPC01506	2562111	2563117	False
NC_000913.3	yffQR	+	operon_tu1013	yffQ;yffR	unknown	2	86	3	334	RDBECOLIOPC02426	2563592	2564372	False
NC_000913.3	yffS	+	operon_tu1014	yffS	unknown	6	431	3	791	RDBECOLIOPC01365	2564523	2565332	False
NC_000913.3	frsA	+	operon_tu1015	frsA	sigma70	3	369	15	872	RDBECOLIOPC01283	256527	257771	False
NC_000913.3	eutHA	-	operon_tu1016	eutH;eutA	unknown	1	48	1	146	RDBECOLIOPC00471	2565481	2568107	True
NC_000913.3	eutNEJG	-	operon_tu1017	eutN;eutE;eutJ;eutG	unknown	0	70	0	130	RDBECOLIOPC02006	2568324	2572050	True
NC_000913.3	eutSPQTDM	-	operon_tu1018	eutS;eutP;eutQ;eutT;eutD;eutM	unknown	1	134	4	288	RDBECOLIOPC00996	2572157	2575805	True
NC_000913.3	maeB	-	operon_tu1019	maeB	unknown	15	3155	21	1559	RDBECOLIOPC00202	2576098	2578377	True
NC_000913.3	talA-tktB	+	operon_tu1020	talA;tktB	sigma38	2	431	21	2702	RDBECOLIOPC02895	2578666	2581639	True
NC_000913.3	ypfG	-	operon_tu1021	ypfG	unknown	1	63	1	138	RDBECOLIOPC01649	2581734	2582777	False
NC_000913.3	nudK	-	operon_tu1022	nudK	unknown	1	69	0	74	RDBECOLIOPC00699	2582903	2583478	False
NC_000913.3	aegA	-	operon_tu1023	aegA	unknown	1	68	3	169	RDBECOLIOPC02488	2583546	2585525	True
NC_000913.3	narQ	+	operon_tu1024	narQ	unknown	3	144	11	298	RDBECOLIOPC01307	2585731	2587431	True
NC_000913.3	acrD	+	operon_tu1025	acrD	sigma54	2	95	6	226	RDBECOLIOPC02830	2587595	2590708	True
NC_000913.3	phoE	-	operon_tu1026	phoE	sigma70	0	16	1	69	RDBECOLIOPC00071	259045	260100	False
NC_000913.3	yffB-dapE-ypfN	+	operon_tu1028	yffB;dapE;ypfN	sigma70	3	507	22	1033	RDBECOLIOPC00759	2591247	2592962	True
NC_000913.3	ypfH	-	operon_tu1029	ypfH	unknown	3	95	6	218	RDBECOLIOPC02055	2593072	2593770	False
NC_000913.3	ypfJ-tmcA	-	operon_tu1030	ypfJ;tmcA	unknown	7	476	25	1037	RDBECOLIOPC01040	2593844	2596737	True
NC_000913.3	purC	-	operon_tu1031	purC	sigma70	0	65	1	192	RDBECOLIOPC01498	2596905	2597618	False
NC_000913.3	dapA-nlpB	-	operon_tu1032	dapA;bamC	sigma24	37	2395	108	3726	RDBECOLIOPC03233	2597831	2599760	True
NC_000913.3	gcvR	+	operon_tu1033	gcvR	sigma70	5	333	9	371	RDBECOLIOPC02166	2599906	2600478	False
NC_000913.3	hyfABCDEFGHIJR-focB	+	operon_tu1035	hyfA;hyfB;hyfC;hyfD;hyfE;hyfF;hyfG;hyfH;hyfI;hyfJ;hyfR;focB	sigma54	1	264	9	677	RDBECOLIOPC01723	2601201	2614782	True
NC_000913.3	proBA	+	operon_tu1036	proB;proA	unknown	5	559	70	2394	RDBECOLIOPC01660	260388	262756	True
NC_000913.3	yfgO	-	operon_tu1037	yfgO	unknown	1	168	16	390	RDBECOLIOPC00715	2614820	2615881	False
NC_000913.3	bepA-yfgD	+	operon_tu1038	bepA;yfgD	sigma24	7	591	13	1457	RDBECOLIOPC01811	2616094	2617937	True
NC_000913.3	hda	-	operon_tu1039	hda	unknown	7	349	9	1067	RDBECOLIOPC00152	2618075	2618776	False
NC_000913.3	upp-uraA	-	operon_tu1040	upp;uraA	sigma70	1	471	4	338	RDBECOLIOPC01181	2618871	2620872	True
NC_000913.3	purMN	+	operon_tu1041	purM;purN	sigma70	2	159	5	274	RDBECOLIOPC01178	2621197	2622872	True
NC_000913.3	ppk-ppx	+	operon_tu1042	ppk;ppx	sigma38	16	1273	37	2215	RDBECOLIOPC02316	2623044	2626656	True
NC_000913.3	yfgF	-	operon_tu1043	pdeF	unknown	1	92	4	211	RDBECOLIOPC01665	2626695	2628938	True
NC_000913.3	yfgHI	+	operon_tu1046	yfgH;yfgI	unknown	0	18	4	81	RDBECOLIOPC00744	2629792	2630865	False
NC_000913.3	guaBA	-	operon_tu1047	guaB;guaA	sigma70	7	1093	13	940	RDBECOLIOPC00204	2630958	2634070	True
NC_000913.3	yafY-ykfBF-yafX-ykfGH-yafW-ykfI	-	operon_tu1048	yafY;ykfB;ykfF;yafX;ykfG;ykfH;yafW;ykfI	sigma28	0	196	2	402	RDBECOLIOPC02854	263328	266553	True
NC_000913.3	xseA	+	operon_tu1049	xseA	sigma70	1	101	3	153	RDBECOLIOPC00750	2634232	2635602	False
NC_000913.3	bamB-der	-	operon_tu1051	bamB;der	sigma24	15	919	41	1981	RDBECOLIOPC00839	2635884	2638652	True
NC_000913.3	yfgM	-	operon_tu1052	yfgM	unknown	7	373	10	423	RDBECOLIOPC02875	2638663	2639283	False
NC_000913.3	hisS	-	operon_tu1053	hisS	sigma70	9	697	24	780	RDBECOLIOPC01422	2639301	2640575	False
NC_000913.3	ispG-sroE	-	operon_tu1054	ispG;sroE	unknown	24	995	33	1079	RDBECOLIOPC02143	2640595	2641804	False
NC_000913.3	yfgA	-	operon_tu1055	rodZ	unknown	20	874	18	1132	RDBECOLIOPC01098	2641831	2642844	False
NC_000913.3	rlmN	-	operon_tu1056	rlmN	unknown	4	206	3	281	RDBECOLIOPC01351	2643129	2644283	False
NC_000913.3	yfhM-pbpC	-	operon_tu1058	yfhM;pbpC	unknown	26	2172	64	2312	RDBECOLIOPC01992	2645013	2652287	True
NC_000913.3	sseA	+	operon_tu1059	sseA	unknown	13	1417	13	928	RDBECOLIOPC01560	2652494	2653339	False
NC_000913.3	sseB	-	operon_tu1061	sseB	unknown	3	300	1	111	RDBECOLIOPC00190	2654157	2654933	False
NC_000913.3	pepB	-	operon_tu1062	pepB	unknown	8	1135	7	773	RDBECOLIOPC01633	2655075	2656358	False
NC_000913.3	hscBA-fdx-iscX	-	operon_tu1063	hscB;hscA;fdx;iscX	sigma70	7	707	16	1247	RDBECOLIOPC01196	2656536	2659467	True
NC_000913.3	iscRSUA	-	operon_tu1064	iscR;iscS;iscU;iscA	sigma70	9	1440	37	3548	RDBECOLIOPC02183	2659563	2662131	True
NC_000913.3	trmJ	-	operon_tu1065	trmJ	unknown	10	654	19	1059	RDBECOLIOPC00690	2662583	2663323	False
NC_000913.3	suhB	+	operon_tu1066	suhB	unknown	1	225	4	404	RDBECOLIOPC02469	2663442	2664245	False
NC_000913.3	yfhR	+	operon_tu1067	yfhR	unknown	0	19	0	26	RDBECOLIOPC01291	2664390	2665244	False
NC_000913.3	csiE	+	operon_tu1068	csiE	sigma70	20	1304	41	2797	RDBECOLIOPC02464	2665435	2666715	False
NC_000913.3	hcaT	-	operon_tu1069	hcaT	unknown	2	65	2	145	RDBECOLIOPC00411	2666707	2667846	False
NC_000913.3	hcaR	-	operon_tu1070	hcaR	unknown	2	60	4	159	RDBECOLIOPC02107	2668006	2668896	False
NC_000913.3	hcaEFCBD	+	operon_tu1071	hcaE;hcaF;hcaC;hcaB;hcaD	unknown	1	145	9	472	RDBECOLIOPC01059	2669032	2673249	True
NC_000913.3	ykfA-yafZ	-	operon_tu1072	ykfA;yafZ	unknown	0	63	0	91	RDBECOLIOPC03117	267184	268960	True
NC_000913.3	yphCB	-	operon_tu1074	yphC;yphB	unknown	0	74	5	256	RDBECOLIOPC01024	2673816	2675761	True
NC_000913.3	yphFED	-	operon_tu1075	yphF;yphE;yphD	unknown	0	32	0	271	RDBECOLIOPC00142	2675827	2679367	True
NC_000913.3	yphG	-	operon_tu1076	yphG	unknown	0	78	3	171	RDBECOLIOPC01682	2679464	2682745	True
NC_000913.3	yphH	+	operon_tu1077	yphH	unknown	0	47	3	266	RDBECOLIOPC00014	2682863	2684056	False
NC_000913.3	glyA	-	operon_tu1078	glyA	sigma70	5	1958	10	1636	RDBECOLIOPC02513	2684254	2685507	False
NC_000913.3	hmp	+	operon_tu1079	hmp	sigma38	4	468	13	1666	RDBECOLIOPC00442	2685835	2687025	False
NC_000913.3	glrR-glnB	-	operon_tu1080	glrR;glnB	sigma70	2	219	7	370	RDBECOLIOPC03050	2687070	2688803	True
NC_000913.3	yfhG	-	operon_tu1081	qseG	unknown	2	97	0	224	RDBECOLIOPC01784	2688793	2689506	False
NC_000913.3	glrK	-	operon_tu1082	glrK	sigma70	4	221	6	432	RDBECOLIOPC01419	2689671	2691098	False
NC_000913.3	purL	-	operon_tu1084	purL	sigma70	1	177	2	552	RDBECOLIOPC02306	2691656	2695543	True
NC_000913.3	perR	-	operon_tu1085	perR	unknown	0	22	2	40	RDBECOLIOPC01018	269289	270182	False
NC_000913.3	mltF	+	operon_tu1086	mltF	sigma70	1	32	6	104	RDBECOLIOPC00158	2695801	2697357	True
NC_000913.3	pgpC-tadA	-	operon_tu1087	pgpC;tadA	sigma32	8	282	10	517	RDBECOLIOPC02389	2697354	2698550	False
NC_000913.3	yfhH	+	operon_tu1088	yfhH	unknown	3	205	10	964	RDBECOLIOPC01337	2698759	2699607	False
NC_000913.3	rnc-era-recO-pdxJ-acpS	-	operon_tu1092	rnc;era;recO;pdxJ;acpS	sigma70	9	882	43	1549	RDBECOLIOPC03438	2700618	2704063	True
NC_000913.3	insNI1	+	operon_tu1093	insN;insI1	sigma38	0	135	9	251	RDBECOLIOPC00135	270278	272190	True
NC_000913.3	lepAB	-	operon_tu1094	lepA;lepB	unknown	6	696	27	954	RDBECOLIOPC00467	2704335	2707124	True
NC_000913.3	rseD-rpoE-rseABC	-	operon_tu1095	rseD;rpoE;rseA;rseB;rseC	sigma70	118	3878	622	14004	RDBECOLIOPC02734	2707322	2710164	True
NC_000913.3	nadB	+	operon_tu1096	nadB	sigma70	3	80	1	165	RDBECOLIOPC00529	2710420	2712042	True
NC_000913.3	yfiC	-	operon_tu1097	yfiC	unknown	0	28	4	89	RDBECOLIOPC02510	2712027	2712764	False
NC_000913.3	srmB	+	operon_tu1098	srmB	unknown	5	266	11	762	RDBECOLIOPC00322	2712896	2714230	False
NC_000913.3	yfiE	-	operon_tu1099	yfiE	unknown	1	62	4	121	RDBECOLIOPC01326	2714439	2715320	False
NC_000913.3	yfiK	+	operon_tu1100	eamB	unknown	0	28	1	109	RDBECOLIOPC02073	2715423	2716010	False
NC_000913.3	ung	+	operon_tu1102	ung	unknown	2	254	5	298	RDBECOLIOPC00556	2716754	2717443	False
NC_000913.3	yfiF	-	operon_tu1103	yfiF	unknown	1	219	1	406	RDBECOLIOPC00436	2717491	2718528	False
NC_000913.3	tapT-patZ	+	operon_tu1105	tapT;patZ	sigma70	66	3860	55	2519	RDBECOLIOPC01978	2719223	2722613	True
NC_000913.3	pssA	+	operon_tu1106	pssA	sigma70	21	1758	12	1015	RDBECOLIOPC00972	2722727	2724082	False
NC_000913.3	kgtP	-	operon_tu1108	kgtP	unknown	13	1072	15	908	RDBECOLIOPC01620	2724448	2725746	False
NC_000913.3	rrsG-gltW-rrlG-rrfG	-	operon_tu1109	rrsG;gltW;rrlG;rrfG	sigma70	69	28145	272	56674	RDBECOLIOPC02863	2726069	2731157	True
NC_000913.3	ykfC	+	operon_tu1110	ykfC	unknown	2	59	1	161	RDBECOLIOPC01672	272847	273992	False
NC_000913.3	rihC	+	operon_tu1111	rihC	unknown	6	2015	19	1013	RDBECOLIOPC02029	27293	28207	False
NC_000913.3	clpB	-	operon_tu1112	clpB	sigma32	8	1078	2541	154446	RDBECOLIOPC02785	2731600	2734173	True
NC_000913.3	rluD-pgeF	-	operon_tu1114	rluD;yfiH	unknown	8	411	26	905	RDBECOLIOPC00680	2734303	2736011	True
NC_000913.3	bamD	+	operon_tu1115	bamD	sigma24	11	618	15	781	RDBECOLIOPC01238	2736146	2736883	False
NC_000913.3	pheLA	+	operon_tu1117	pheL;pheA	sigma70	4	592	4	788	RDBECOLIOPC01113	2737599	2738905	False
NC_000913.3	aroF-tyrA	-	operon_tu1118	aroF;tyrA	sigma70	10	282	15	653	RDBECOLIOPC00623	2738948	2741150	True
NC_000913.3	insH-1	-	operon_tu1119	insH1	unknown	0	0	0	0	RDBECOLIOPC02419	274101	275081	False
NC_000913.3	yfiR-dgcN-yfiB	+	operon_tu1121	yfiR;dgcN;yfiB	sigma70	4	362	7	603	RDBECOLIOPC02612	2741875	2744107	True
NC_000913.3	rpsP-rimM-trmD-rplS	-	operon_tu1122	rpsP;rimM;trmD;rplS	sigma70	38	4003	45	2690	RDBECOLIOPC00943	2744183	2746185	True
NC_000913.3	ffh	-	operon_tu1123	ffh	unknown	16	796	66	1540	RDBECOLIOPC02022	2746434	2747795	False
NC_000913.3	ypjD	+	operon_tu1124	ypjD	unknown	2	153	1	165	RDBECOLIOPC01013	2747962	2748753	False
NC_000913.3	yfjD	+	operon_tu1125	yfjD	unknown	2	164	8	238	RDBECOLIOPC00132	2748774	2750060	False
NC_000913.3	grpE	-	operon_tu1126	grpE	sigma32	9	630	281	13284	RDBECOLIOPC00653	2750115	2750708	False
NC_000913.3	nadK	+	operon_tu1127	nadK	unknown	6	263	17	442	RDBECOLIOPC01668	2750831	2751709	False
NC_000913.3	recN	+	operon_tu1128	recN	sigma70	11	333	21	547	RDBECOLIOPC01447	2751795	2753456	True
NC_000913.3	mmuPM	+	operon_tu1129	mmuP;mmuM	unknown	1	320	1	358	RDBECOLIOPC00726	275325	277647	True
NC_000913.3	ratA-yfjF	-	operon_tu1131	ratA;yfjF	unknown	3	356	26	765	RDBECOLIOPC00720	2754008	2754764	False
NC_000913.3	intA	+	operon_tu1134	intA	unknown	15	725	65	2271	RDBECOLIOPC01329	2756159	2757400	False
NC_000913.3	yfjH	-	operon_tu1135	yfjH	unknown	0	71	2	111	RDBECOLIOPC01047	2757644	2758600	False
NC_000913.3	yfjI	+	operon_tu1137	yfjI	unknown	0	78	0	152	RDBECOLIOPC01962	2758985	2760394	False
NC_000913.3	yfjJ	+	operon_tu1138	yfjJ	unknown	0	63	1	177	RDBECOLIOPC00961	2760547	2761173	False
NC_000913.3	abpAB	-	operon_tu1139	abpA;abpB	unknown	7	580	32	1452	RDBECOLIOPC00168	2761351	2765153	True
NC_000913.3	rnlAB	+	operon_tu1141	rnlA;rnlB	sigma70	5	552	25	1315	RDBECOLIOPC03459	2765918	2767355	False
NC_000913.3	yfjPQ	+	operon_tu1142	yfjP;yfjQ	unknown	0	29	0	110	RDBECOLIOPC00669	2767710	2769486	True
NC_000913.3	yfjR-ypjK-yfjS-yfjT	+	operon_tu1143	yfjR;ypjK;yfjS;yfjT	unknown	0	140	1	230	RDBECOLIOPC02435	2769703	2771615	True
NC_000913.3	yfjV	-	operon_tu1145	yfjV	sigma32	1	52	2	161	RDBECOLIOPC00389	2772167	2773182	False
NC_000913.3	yfjW	+	operon_tu1146	yfjW	unknown	1	91	4	131	RDBECOLIOPC02007	2773318	2775021	True
NC_000913.3	yfjXY-ypjJ-yfjZ-ypjF	+	operon_tu1147	yfjX;yfjY;ypjJ;yfjZ;ypjF	unknown	0	29	0	84	RDBECOLIOPC01000	2775919	2777782	True
NC_000913.3	insA2B2AB2-afuBC	-	operon_tu1148	insAB2;insA2;insB2;afuB;afuC	unknown	0	28	1	57	RDBECOLIOPC02380	277756	279875	True
NC_000913.3	ypjA	-	operon_tu1149	ypjA	unknown	4	172	19	1395	RDBECOLIOPC00121	2778146	2782726	True
NC_000913.3	ypjB	-	operon_tu1151	ypjB	unknown	0	9	0	23	RDBECOLIOPC00708	2783638	2784429	False
NC_000913.3	ygaQ	+	operon_tu1154	ygaQ	unknown	0	105	0	232	RDBECOLIOPC00431	2786397	2788649	True
NC_000913.3	csiD-ygaF-gabDTP	+	operon_tu1155	glaH;lhgD;gabD;gabT;gabP	sigma38	0	393	15	1097	RDBECOLIOPC03188	2788985	2795653	True
NC_000913.3	CsiR	+	operon_tu1156	glaR	unknown	2	54	2	148	RDBECOLIOPC00015	2795674	2796336	False
NC_000913.3	yqaE-kbp	-	operon_tu1157	yqaE;kbp	sigma38	2	279	12	1272	RDBECOLIOPC01948	2796337	2797028	False
NC_000913.3	ygaVP	+	operon_tu1158	ygaV;ygaP	unknown	1	137	5	233	RDBECOLIOPC00159	2797211	2798044	False
NC_000913.3	nrdHIEF	+	operon_tu1163	nrdH;nrdI;nrdE;nrdF	sigma70	1	119	4	214	RDBECOLIOPC01371	2800723	2804461	True
NC_000913.3	yagAB-insX	-	operon_tu1164	yagA;yagB;insX	unknown	0	114	3	326	RDBECOLIOPC01332	280114	281983	True
NC_000913.3	proVWX	+	operon_tu1165	proV;proW;proX	sigma70	1	802	11	574	RDBECOLIOPC02438	2804815	2808124	True
NC_000913.3	ygaY	+	operon_tu1166	ygaY	unknown	1	33	1	55	RDBECOLIOPC00657	2808316	2809493	False
NC_000913.3	ygaZH	+	operon_tu1167	ygaZ;ygaH	unknown	8	341	6	317	RDBECOLIOPC02417	2809617	2810679	False
NC_000913.3	emrRAB	+	operon_tu1168	mprA;emrA;emrB	sigma70	4	447	17	975	RDBECOLIOPC01892	2810770	2814154	True
NC_000913.3	luxS	-	operon_tu1169	luxS	sigma38	2	490	7	873	RDBECOLIOPC01292	2814218	2814733	False
NC_000913.3	gshA	-	operon_tu1171	gshA	unknown	5	767	23	1681	RDBECOLIOPC01255	2814883	2816439	True
NC_000913.3	yqaBA	-	operon_tu1172	yqaB;yqaA	unknown	8	463	29	925	RDBECOLIOPC00380	2816512	2817503	False
NC_000913.3	serV-argVYZQ	-	operon_tu1173	serV;argV;argY;argZ;argQ	sigma70	525	139479	931	233384	RDBECOLIOPC01316	2817784	2818645	False
NC_000913.3	alaS	-	operon_tu1175	alaS	unknown	34	1688	57	2915	RDBECOLIOPC02225	2819381	2822011	True
NC_000913.3	recAX	-	operon_tu1176	recA;recX	sigma70	9	1030	30	1125	RDBECOLIOPC02940	2822139	2823769	True
NC_000913.3	yagEF	+	operon_tu1177	yagE;yagF	unknown	1	592	9	697	RDBECOLIOPC00446	282278	285168	True
NC_000913.3	mltB	-	operon_tu1179	mltB	unknown	0	78	6	314	RDBECOLIOPC00109	2824491	2825576	False
NC_000913.3	srlAEBD-gutM-srlR-gutQ	+	operon_tu1180	srlA;srlE;srlB;srlD;gutM;srlR;gutQ	sigma70	571	32427	995	44378	RDBECOLIOPC02975	2825832	2830778	True
NC_000913.3	norR	-	operon_tu1181	norR	unknown	7	197	88	2048	RDBECOLIOPC03039	2830775	2832289	True
NC_000913.3	norVW	+	operon_tu1182	norV;norW	sigma54	0	37	10	179	RDBECOLIOPC01387	2832476	2835045	True
NC_000913.3	hydN-hypF	-	operon_tu1183	hydN;hypF	sigma70	2	145	15	490	RDBECOLIOPC03079	2835173	2838105	True
NC_000913.3	dapB	+	operon_tu1184	dapB	sigma70	1	303	4	328	RDBECOLIOPC02797	28374	29195	False
NC_000913.3	ascG	-	operon_tu1185	ascG	unknown	1	105	3	204	RDBECOLIOPC01735	2838254	2839264	False
